,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
2368,339017.0,36916,2008-10-04,1.0,,,2008-10-18 00:00:00,14,0,Experto en Evaluación de Aprendizaje,Otra Área,Aeronaves / Astilleros,"<P>Antecedentes requeridos para postular y las bases del concurso, disponibles en el sitio web:<BR><A href=""http://www.usach.cl"">http://www.usach.cl</A><BR>Mayores informaciones, escribir a <BR><A href=""mailto:mariajose.sandoval@usach.cl"">mariajose.sandoval@usach.cl</A><BR>O llamar al <STRONG>(02)-7180135</STRONG></P>
<P>Aviso publicado en cuerpo E, página 8</P>",Jornada Completa,,,,Indiferente,"Código 001
• Título profesional de Ingeniero u otro del área tecnológica, mínimo 5 años de estudios de pregrado.
• Grado de Magister o doctorado.
• Conocimientos en Educación Superior, Gestión de Calidad, Gestión Educacional, u otros similarmente equivalentes.
• Disponibilidad inmediata para trabajar jornada completa.",[Ingeniería] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2369, 2370]"
2369,339019.0,36916,2008-10-04,1.0,,,2008-10-18 00:00:00,14,0,Experto en Desarrollo Curricular,Otra Área,Aeronaves / Astilleros,"<P>Antecedentes requeridos para postular y las bases del concurso, disponibles en el sitio web:<BR><A href=""http://www.usach.cl/"">http://www.usach.cl/</A><BR>Mayores informaciones, escribir a <BR><A href=""mailto:mariajose.sandoval@usach.cl"">mariajose.sandoval@usach.cl</A><BR>O llamar al <STRONG>(02)-7180135</STRONG></P>
<P>Aviso publicado en cuerpo E, página 8</P>",Jornada Completa,,,,Indiferente,"Código 002
• Título profesional de Ingeniero u otro del área tecnológica, mínimo 5 años de estudios de pregrado.
• Grado de Magister o doctorado.
• Conocimientos en Educación Superior, Gestión de Calidad, Gestión Educacional, u otros similarmente equivalentes.
• Disponibilidad inmediata para trabajar jornada completa.",[Ingeniería] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2368, 2370]"
2370,339020.0,36916,2008-10-04,1.0,,,2008-10-18 00:00:00,14,0,Experto en Evaluación de Impactos,Otra Área,Aeronaves / Astilleros,"<P>Antecedentes requeridos para postular y las bases del concurso, disponibles en el sitio web:<BR><A href=""http://www.usach.cl/"">http://www.usach.cl/</A><BR>Mayores informaciones, escribir a <BR><A href=""mailto:mariajose.sandoval@usach.cl"">mariajose.sandoval@usach.cl</A><BR>O llamar al <STRONG>(02)-7180135</STRONG></P>
<P>Aviso publicado en cuerpo E, página 8</P>",Jornada Completa,,,,Indiferente,"Código 003
• Título profesional de Ingeniero u otro del área tecnológica, mínimo 5 años de estudios de pregrado.
• Grado de Magister o doctorado.
• Conocimientos en Educación Superior, Gestión de Calidad, Gestión Educacional, u otros similarmente equivalentes.
• Disponibilidad inmediata para trabajar jornada completa.",[Ingeniería] - ,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[2368, 2369]"
2374,339241.0,585910,2008-10-06,10.0,0.0,0.0,2009-01-04 00:00:00,90,0,Práctica Profesional,Otra Área,Consultoria / Asesoría,"Si tienes energía, ganas de aprender y de trabajar en equipo, en Unilever hay un lugar para ti. Buscamos personas especiales, con ideas diferentes y experiencias propias, que nos desafíen y con las que podamos crecer juntos, en respuesta a los constantes cambios del mercado. Ven a realizar tu práctica con nosotros para llegar tan lejos como tú quieras. ¡Te esperamos!

Área del cargo en la empresa:
Finanzas, Ventas, Marketing, HH.RR, Supply Chain",Práctica Profesional,,Santiago,Técnico profesional superior,Indiferente,- Carta de la universidad para realizar la práctica profesional.,[Sociología] - ,Desactivo,Gratuito,Nivel usuario,,100000.0,Matched (3),1,0,0,0,[2376]
2376,339247.0,585910,2008-10-06,10.0,0.0,2.0,2009-01-04 00:00:00,90,0,Primer Empleo en Unilever,Operaciones,Agrícola / Ganadera,"Si tienes energía, ganas de aprender y de trabajar en equipo, en Unilever hay un lugar para ti. Buscamos personas especiales, con ideas diferentes y experiencias propias, que nos desafíen y con las que podamos crecer juntos, en respuesta a los constantes cambios del mercado. Ven a trabajar con nosotros para llegar tan lejos como tú quieras. ¡Te esperamos!

Área del cargo en la empresa:
Finanzas, Ventas, Marketing, HH.RR, Supply Chain",Jornada Completa,,Santiago,Técnico profesional superior,Indiferente,- Estar titulado y/o egresado,[Sociología] - ,Desactivo,Gratuito,Nivel usuario,,500000.0,Matched (3),1,0,0,0,[2374]
2378,339288.0,566774,2008-10-06,1.0,0.0,3.0,2009-01-04 00:00:00,90,0,Secretaria Ejecutiva-Centro de Estudios Internacionales,Asistente y Secretaria,Agropecuaria ,"Descripción del Cargo:
Integrarse al equipo de trabajo del Centro de Estudios Internacionales, brindando asistencia administrativa y respondiendo de manera oportuna a los requerimientos del Director y de los profesionales  que lo conforman.
Principales tareas:
-Atención de público  y teléfono;
-Recepción y despacho de correspondencia, documentos e invitaciones;
-Coordinar la agenda del Director y del Subdirector, compatibilizando actividades nacionales e internacionales;
-Cooperar al Director en el sistema de archivos y carpetas compartidas; ordenando y sistematizando información; 
-Preparar documentos y correspondencia (memos, cartas, presentaciones u otros);
-Organizar reuniones (citar, confirmar, apoyo a eventos, etc.);
-Llevar registro de actividades del Centro (investigación, docencia, cursos, conferencias, etc.);
-Apoyar en la realización de actividades y eventos del Centro; en la recepción, control de asistencia y otros, de acuerdo a las normas de ceremonial y protocolo;
-Realizar registro físico anual de cartas, documentos, presentaciones, discursos, etc.;
-Llevar registro de archivo fotográfico digital de las actividades;
-Ejecutar movimientos contables y financieros del Centro;
-Administrar la caja chica.",Jornada Completa,Indefinido,Casa Central,Técnico profesional superior,Indiferente,"-Idealmente Secretaria Ejecutiva Bilingüe;
-Experiencia laboral mínima de 3 años;
-Cultura general e interés por los temas internacionales;
- Manejo computacional de Word,  Excel y PowerPoint a nivel Intermedio;
-Buena capacidad de redacción y lenguaje;
-Competencias personales: excelentes relaciones interpersonales y buena disposición para trabajar con público, capacidad de trabajo en equipo, altamente ordenada y organizada, capacidad para manejar varias variables y solicitudes simultáneamente, buen manejo del estrés. Se requiere además una persona dinámica, flexible y receptiva a nuevos aprendizajes.",[Secretariado Bilingue] - ,Desactivo,Pagado,Nivel usuario,,400000.0,Matched (3),1,0,0,0,[432]
2380,339365.0,41555,2008-11-10,1.0,0.0,1.0,2009-01-04 00:00:00,55,0,VENDEDORES (AS) VI Y VII REGIONES.,Medicina y Salud,Aeronaves / Astilleros,"Destacada empresa del área salud, requiere contratar de manera directa, Representante de Ventas para la gestión comercial de la VI y VII Regiones, con experiencia en el área salud, en  ventas de equipos médicos, idealmente de Endoscopía y Pabellón.

Principales funciones:
-Velar por el cumplimiento de las metas propuestas por la empresa. 
-Conocer y monitorear a la competencia. 
-Apoyar las estrategias de promoción de productos.
-Visitar constantemente a las distintas clínicas y hospitales buscando la oportunidad de negocio.
-Realizar los contactos necesarios para la demostración de los productos.
-Realizar seguimiento a clientes potenciales.",Jornada Completa,Indefinido,Rancagua,Media,Indiferente,"-Experiencia en venta de equipos médicos.
-Conocimientos de equipos médicos de Endoscopía y Pabellón.
-Conocimientos Computacionales : Nivel Usuario.
-Excelente imagen personal.
-Habilidades comunicacionales y de gestión.",[Medicina Veterinaria] - ,Desactivo,Pagado,Nivel usuario,,800000.0,Matched (3),1,0,0,0,"[2381, 2382]"
2381,339386.0,41555,2008-11-10,1.0,0.0,1.0,2009-01-04 00:00:00,55,0,VENDEDOR (A) OCTAVA REGIÓN.,Medicina y Salud,Aeronaves / Astilleros,"Destacada empresa del área salud, requiere contratar de manera directa, Representante de Ventas para la gestión comercial de la VIII Región, con experiencia en el área salud, en ventas de equipos médicos, idealmente de Endoscopía y Pabellón.
   
   Principales funciones:
   -Velar por el cumplimiento de las metas propuestas por la empresa. 
   -Conocer y monitorear a la competencia. 
   -Apoyar las estrategias de promoción de productos.
   -Visitar constantemente a las distintas clínicas y hospitales buscando la oportunidad de negocio.
   -Realizar los contactos necesarios para la demostración de los productos.
   -Realizar seguimiento a clientes potenciales.",Jornada Completa,INDEFINIDO,OCTAVA REGIÓN,Media,Indiferente,"-Experiencia en venta de equipos médicos.
   -Conocimientos de equipos médicos de Endoscopía y Pabellón.
   -Conocimientos Computacionales : Nivel Usuario.
   -Excelente imagen personal.
   -Habilidades comunicacionales y de gestión.",[Medicina Veterinaria] - ,Desactivo,Pagado,Nivel usuario,,800000.0,Matched (3),1,0,0,0,"[2380, 2382]"
2382,339398.0,41555,2008-11-10,1.0,0.0,1.0,2009-01-04 00:00:00,55,0,VENDEDOR (A) PUERTO MONTT,Medicina y Salud,Aeronaves / Astilleros,"Destacada empresa del Área salud, requiere contratar de manera directa, Representante de Ventas para la gestión comercial de PUERTO MONTT y la décima Región, con experiencia en el área salud, en ventas de equipos médicos, idealmente de Endoscopía y Pabellón.
   
   Principales funciones:
   -Velar por el cumplimiento de las metas propuestas por la empresa. 
   -Conocer y monitorear a la competencia. 
   -Apoyar las estrategias de promoción de productos.
   -Visitar constantemente a las distintas clínicas y hospitales buscando la oportunidad de negocio.
   -Realizar los contactos necesarios para la demostración de los productos.
   -Realizar seguimiento a clientes potenciales.",Jornada Completa,INDEFINIDO,PUERTO MONTT Y DÉCIMA REGIÓN,Media,Indiferente,"-Experiencia en venta de equipos médicos.
   -Conocimientos de equipos médicos de Endoscopía y Pabellón.
   -Conocimientos Computacionales : Nivel Usuario.
   -Excelente imagen personal.
   -Habilidades comunicacionales y de gestión.",[Medicina Veterinaria] - ,Desactivo,Pagado,Nivel usuario,,800000.0,Matched (3),1,0,0,0,"[2380, 2381]"
2390,339766.0,585515,2008-10-07,4.0,0.0,1.0,2009-01-05 00:00:00,90,0,GARZONES jornada completa y media jarnada,Gastronomía,Aeronaves / Astilleros,"Te invitamos a postular para trabajar en nuestra cafetería. Necesitamos personas que quieran formar parte de un equipo de trabajo estable, se requieren personas alegres y entusiastas, con muchas ganas de aprender y enseñar a sus compañeros. Hay espacio para personas que quieran trabajar tanto media jornada como jornada completa. Sistema de sueldos por etapas, con reglas claras para nueva etapa y mejora de sueldos. Bonos por desempeño y cumplimiento de metas.",Jornada Completa,,"augusto Leguia Norte, barrio El Golf, Las Condes",Técnico medio/ colegio técnico,Indiferente,"Experiencia comprobable en empresas del rubro HOTELES y/o RESTAURANTES, ya sea como garzón, cociona, baristas, barra.
Que tengan agrado por el trabajo EN EQUIPO y vocación de servicio.",,Desactivo,Gratuito,Nivel usuario,,200000.0,Matched (3),1,0,0,0,[2489]
2392,339940.0,585753,2008-10-07,2.0,0.0,1.0,2009-01-05 00:00:00,90,0,TECNICO DE MANTENCIÓN,Producción y Manufactura,Aeronaves / Astilleros,"mportante empresa del rubro productivo en plásticos requiere para su equipo de mantención incorporar a jóven técnico para conformar parte de un equipo de diferentes especialidades a cargo de la mantención preventiva y correctiva de la maquinaria utilizada en la empresa.

La Persona:
- Técnico, especialidad mantención, mecanica o carrera a fin con solidos conocimientos en Hidráulica.
- Con uno o dos años de experiencia desarrollando labores de mantención, preferentemente en empresas productivas o de maquinaria pesada.
- Deseable conocimientos en válvulas proporcionales y servo válvulas.
- Disponibilidad para trabajar por turnos, rotando entre mañana, tarde y noche. (Segun requerimientos de la empresa)

Nos orientamos a personas con capacidad de trabajo en equipo, que entreguen valor agregado al trabajo del grupo, propositivo y dinámico.",Por Turnos,indefinido,Planta Productiva,Técnico medio/ colegio técnico,Indiferente,"1 o 2 años desempeñandose en area de mantencion.
Deseable conocimientos en válvulas proporcionales y servo válvulas",[Técnico en Oleohidráulica y Neumática] - ,Desactivo,Pagado,Nivel usuario,,500000.0,Matched (3),1,0,0,0,[2359]
2393,339984.0,-10,2008-10-07,1.0,0.0,2.0,2009-01-05 00:00:00,90,0,Jefe de Selección,Otra Área,Biotecnologia,"Importante Empresa de Telecomunicaciones VTR necesita:

Jefe de Selección 

Coordinar y liderar un equipo de selección,  con el objetivo de asegurar que las posiciones buscadas sean ocupadas por el mejor candidato del mercado, cumpliendo en el proceso con los estándares establecidos de tiempo y calidad.
 Funciones específica:
Responsable de gestionar y coordinar el cumplimiento del perfil de entrada de los nuevos colaboradores  a la compañía, velando porque se aplique el modelo de selección corporativo.
Planifica y coordina anualmente la agenda de trabajo (demanda de selección) a partir de la información entregada por la línea.
Asesora permanentemente a la línea en la toma de decisiones en las búsquedas solicitadas tanto internas como  externas y en posibles movimientos internos. 
Identifica, propone e implementa mejoras para lograr el cumplimiento de los objetivos tanto a  nivel de área como del negocio.",Jornada Completa,,Región Metropolitana,Universitaria,Indiferente,"Requisitos:
Psicólogo Universitario con 2 años con experiencia
Manejo de pruebas psicológicas (test de Z, Lüscher, etc.)
Manejo de entrevistas por competencias
Coordinación y planificación de procesos de Selección Masivos",[Psicología] - ,Desactivo,,Nivel usuario,,0.0,Matched (3),0,0,1,0,"[1147, 1263, 1296, 1350, 1397, 1401, 1446, 1783, 1850, 1935, 2148, 2473]"
2396,340191.0,11758,2008-10-07,1.0,1.0,,2008-10-22 00:00:00,15,0,Diseñador Gráfico,Producción y Manufactura,Defensa,"Empresa del rubro gráfica integral requiere alumno en práctica en Diseño Gráfico.
Se ofrece poner en práctica sus competencias adquiridas con posibilidades de permanencia en la empresa.",Práctica Profesional,,Av. Apoquindo 3297,Universitaria,Indiferente,"Conocimiento y manejo de:
1. Photoshop nivel avanzado
2. Freehand nivel avanzado
3. Ilustrator nivel medio/avanzado
4. Indesing nivel medio/avanzado
5. Dreamweaver CS3 nivel medio/avanzado
6. Flash CS3 nivel medio/avanzado
7. Office nivel medio/avanzado
7. Manejo indispensable de plataforma Mac y PC",[Diseño Gráfico] - ,Desactivo,Gratuito,Nivel profesional,,80000.0,Matched (3),1,0,0,0,[2398]
2398,340209.0,36992,2008-10-07,1.0,1.0,,2009-01-05 00:00:00,90,0,Diseñador Gráfico,Producción y Manufactura,Defensa,Empresa del rubro de gráfica integral necesita alumno en práctica de Diseño Gráfico. Se ofrece poner en práctica sus competencias adquiridas con posibilidades de permanencia en la empresa.,Práctica Profesional,,Av. Apoquindo 3297,Universitaria,Indiferente,"Conocimiento y manejo de:
1. Photoshop nivel avanzado
2. Freehand nivel avanzado.
3. Ilustrator nivel medio/avanzado
4. Indesing nivel medio/avanzado
5. Dreamweaver CS3 nivel medio/avanzado
6. Flash CS3 nivel medio/avanzado
7. Office nivel medio/avanzado
8. Indispensable manejo de plataforma MAC y PC.",[Diseño y Programación Multimedia / Diseño Digital] - ,Desactivo,Gratuito,Nivel profesional,,80000.0,Matched (3),1,0,0,0,[2396]
2401,340287.0,-10,2008-10-07,2.0,0.0,1.0,2009-01-05 00:00:00,90,0,Analista de Work Force Management (planificación/dimensionamiento),Servicio al Cliente,Agrícola / Ganadera,"Importante Empresa de Telecomunicaciones requiere contratar para su área de Work Force Management a dos Analistas.

Se requieren personas con un alto nivel de especialización en esta área. La misión general del cargo es lograr el equilibrio continuo entre los recursos humanos disponibles y las demandas del servicio (llamadas), mediante la gestión de sistemas de “Workforce Management”, de manera de generar un óptimo dimensionamiento. 

Principales funciones:
-Estimar y pronosticar futuras demandas (es imprescindible que posea experiencia estimando demandas).
-Analizar los comportamientos estadísticos de las llamadas.
-Crear los turnos de trabajo en el Call Center.",Jornada Completa,,Santiago,Universitaria,Indiferente,"-Estudios de Ingeniería Ingeniería Civil Industrial, Ingeniería de Ejecución, Ingeniería Comercial.
-Mínimo 1 año de experiencia en áreas de planificación o dimensionamiento.
-Manejo avanzado de herramientas Office.
-Conocimiento y Manejo de sistemas de work force.
-Experiencia en generación y confección de turnos laborales al interior del Call center.",,Desactivo,,Nivel usuario avanzado,,700000.0,Matched (3),1,0,0,0,"[2448, 2481, 2563]"
